Sample_ID,SMS_Text,Language,Script,Label,Scam_Category,URL,Sender_Type,Source_Type,Source,Notes
KAN-L-0500,"Loan account statement official portalನಲ್ಲಿ ಲಭ್ಯವಿದೆ. ಧನ್ಯವಾದಗಳು. https://official.example/app ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ.",Kannada,Romanized Kannada (small minority),Legitimate,Loan / Finance,https://official.example/app,Short code,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0501,Payment schedule ಯಶಸ್ವಿಯಾಗಿ update ಆಗಿದೆ. https://portal.example/status,Kannada,Kannada script,Legitimate,Loan / Finance,https://portal.example/status,Unknown sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0502,ನಿಮ್ಮ loan application [APPLICATION_ID] ಸ್ವೀಕರಿಸಲಾಗಿದೆ. https://service.example/receipt,Kannada,Kannada script,Legitimate,Loan / Finance,https://service.example/receipt,Bank-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0503,ಸೇವಾ ಮಾಹಿತಿ: Loan application status official accountನಲ್ಲಿ update ಆಗಿದೆ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ.,Kannada,Kannada script,Legitimate,Loan / Finance,,Telecom-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0504,ನವೀಕರಣ: Finance service request review ಆರಂಭವಾಗಿದೆ.,Kannada,Kannada + English code-switching,Legitimate,Loan / Finance,,Courier-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0505,"Loan application documents ಸ್ವೀಕರಿಸಲಾಗಿದೆ. ಮಾಹಿತಿ ಸಂಖ್ಯೆ KAN-01. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು.",Kannada,Kannada script,Legitimate,Loan / Finance,,Government-service-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0506,"₹7,500 EMI payment receipt ಲಭ್ಯವಿದೆ. ಈ ಸೂಚನೆ ನಿಮ್ಮ ಸೇವಾ ವಿನಂತಿಗೆ ಸಂಬಂಧಿಸಿದೆ. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು.",Kannada,Kannada script,Legitimate,Loan / Finance,,Merchant-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0507,"₹3,499 loan account payment ಯಶಸ್ವಿಯಾಗಿದೆ. ಅಧಿಕೃತ accountನಲ್ಲಿ status ಕೂಡ ಕಾಣಬಹುದು. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ.",Kannada,Kannada script,Legitimate,Loan / Finance,,Generic numeric sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0508,Finance service ticket [REF_ID] ದಾಖಲಾಗಿದೆ. ಧನ್ಯವಾದಗಳು.,Kannada,Kannada script,Legitimate,Loan / Finance,,Short code,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0509,Credit report request ಪ್ರಕ್ರಿಯೆಯಲ್ಲಿದೆ. ಈ message ಸೇವಾ ಪ್ರಕ್ರಿಯೆಯ ಮಾಹಿತಿಗಾಗಿ. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು.,Kannada,Kannada script,Legitimate,Loan / Finance,,Unknown sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0510,ನವೀಕರಣ: ₹499 cashback ಮೂಲ payment methodಗೆ credit ಆಗಿದೆ. https://service.example/receipt Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು.,Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,https://service.example/receipt,Bank-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0511,"ನಿಮ್ಮ purchase refund ₹1,240 process ಆಗಿದೆ. https://track.example/order ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ.",Kannada,Kannada + English code-switching,Legitimate,Cashback / Reward / Lottery,https://track.example/order,Telecom-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0512,Promotional benefit accountಗೆ credit ಆಗಿದೆ. https://official.example/app,Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,https://official.example/app,Courier-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0513,"Reward point balance official appನಲ್ಲಿ update ಆಗಿದೆ. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು.",Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,,Government-service-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0514,Refund request [REF_ID] ಪ್ರಕ್ರಿಯೆ ಪೂರ್ಣಗೊಂಡಿದೆ.,Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,,Merchant-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0515,₹249 cashback amount accountಗೆ credit ಆಗಿದೆ.,Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,,Generic numeric sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0516,"ನವೀಕರಣ: Order cancellation ನಂತರ refund process ಆರಂಭವಾಗಿದೆ. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ.",Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,,Short code,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0517,Payment reversal ಯಶಸ್ವಿಯಾಗಿ ಪೂರ್ಣಗೊಂಡಿದೆ.,Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,,Unknown sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0518,Refund receipt official accountನಲ್ಲಿ ಲಭ್ಯವಿದೆ. ಧನ್ಯವಾದಗಳು.,Kannada,Kannada + English code-switching,Legitimate,Cashback / Reward / Lottery,,Bank-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0519,Offer benefit details official appನಲ್ಲಿ update ಆಗಿದೆ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ.,Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,,Telecom-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0520,₹499 cashback ಮೂಲ payment methodಗೆ credit ಆಗಿದೆ. https://official.example/app ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು.,Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,https://official.example/app,Courier-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0521,"ಸೇವಾ ಮಾಹಿತಿ: ನಿಮ್ಮ purchase refund ₹1,240 process ಆಗಿದೆ. https://portal.example/status ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು.",Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,https://portal.example/status,Government-service-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0522,"ನವೀಕರಣ: Promotional benefit accountಗೆ credit ಆಗಿದೆ. https://service.example/receipt ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ.",Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,https://service.example/receipt,Merchant-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0523,"Reward point balance official appನಲ್ಲಿ update ಆಗಿದೆ. ಅಧಿಕೃತ accountನಲ್ಲಿ status ಕೂಡ ಕಾಣಬಹುದು. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ.",Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,,Generic numeric sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0524,"Refund request [REF_ID] ಪ್ರಕ್ರಿಯೆ ಪೂರ್ಣಗೊಂಡಿದೆ. Reference number ಅನ್ನು ಸುರಕ್ಷಿತವಾಗಿ ಇಡಿ. ಸಂದೇಶದಲ್ಲಿರುವ ಸಮಯ, ಮೊತ್ತ ಮತ್ತು reference ವಿವರಗಳು service recordನಲ್ಲಿ ಕಾಣಿಸಬಹುದು. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ.",Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,,Short code,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0525,₹249 cashback amount accountಗೆ credit ಆಗಿದೆ. ಈ message ಸೇವಾ ಪ್ರಕ್ರಿಯೆಯ ಮಾಹಿತಿಗಾಗಿ. ನಿಮ್ಮ ಸಾಮಾನ್ಯ transaction record ಜೊತೆ ಈ ಸೂಚನೆಯನ್ನು ಪರಿಶೀಲಿಸುವುದು ಉಪಯುಕ್ತ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು.,Kannada,Kannada + English code-switching,Legitimate,Cashback / Reward / Lottery,,Unknown sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0526,Order cancellation ನಂತರ refund process ಆರಂಭವಾಗಿದೆ. ಧನ್ಯವಾದಗಳು. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು.,Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,,Bank-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0527,Payment reversal ಯಶಸ್ವಿಯಾಗಿ ಪೂರ್ಣಗೊಂಡಿದೆ. Customer service ವಿವರಗಳು accountನಲ್ಲಿ ಲಭ್ಯವಿವೆ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ.,Kannada,Kannada script,Legitimate,Cashback / Reward / Lottery,,Telecom-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0528,ನವೀಕರಣ: ನಿಮ್ಮ order [ORDER_ID] confirmed ಆಗಿದೆ.,Kannada,Kannada script,Legitimate,Shopping / E-commerce,,Courier-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0529,"ನಿಮ್ಮ orderಗೆ ₹1,999 payment ಯಶಸ್ವಿಯಾಗಿದೆ.",Kannada,Kannada script,Legitimate,Shopping / E-commerce,,Government-service-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0530,Package pack ಆಗಿ dispatchಗೆ ಸಿದ್ಧವಾಗಿದೆ. https://service.example/receipt,Kannada,Kannada script,Legitimate,Shopping / E-commerce,https://service.example/receipt,Merchant-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0531,ನಿಮ್ಮ order deliveryಗೆ ಹೊರಟಿದೆ. https://track.example/order,Kannada,Kannada script,Legitimate,Shopping / E-commerce,https://track.example/order,Generic numeric sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0532,Return request ದಾಖಲಾಗಿದೆ. https://official.example/app,Kannada,Kannada + English code-switching,Legitimate,Shopping / E-commerce,https://official.example/app,Short code,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0533,Return pickup [DATE]ಕ್ಕೆ ನಿಗದಿಯಾಗಿದೆ.,Kannada,Kannada script,Legitimate,Shopping / E-commerce,,Unknown sender,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0534,ನವೀಕರಣ: Order cancel ಆಗಿದ್ದು refund process ಆರಂಭವಾಗಿದೆ. Account ಸಂಬಂಧಿತ ವಿನಂತಿಗಳಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ಅಧಿಕೃತ contact channel ಮಾತ್ರ ಬಳಸಿ. ಯಾವುದೇ ಸಮಸ್ಯೆಯಿದ್ದರೆ service providerನ ಅಧಿಕೃತ support option ಬಳಸಿ. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು.,Kannada,Kannada script,Legitimate,Shopping / E-commerce,,Bank-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0535,Purchase receipt accountನಲ್ಲಿ ಲಭ್ಯವಿದೆ.,Kannada,Kannada script,Legitimate,Shopping / E-commerce,,Telecom-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0536,Order [ORDER_ID] delivery status update ಆಗಿದೆ. ಧನ್ಯವಾದಗಳು. ಸೇವೆಯ ಸ್ಥಿತಿಯನ್ನು ನಂತರ ಅಧಿಕೃತ portalನಲ್ಲಿ ಮತ್ತೆ ಪರಿಶೀಲಿಸಬಹುದು. ಈ ಮಾಹಿತಿಯಲ್ಲಿರುವ ಸೇವಾ ವಿವರಗಳನ್ನು ನಿಮ್ಮ ಅಧಿಕೃತ accountನಲ್ಲಿ ಪರಿಶೀಲಿಸಬಹುದು. ಯಾವುದೇ payment ಅಥವಾ identity action ಮಾಡುವ ಮೊದಲು ಅಧಿಕೃತ ಮಾಹಿತಿಯನ್ನು ಹೋಲಿಸಿ ನೋಡಿ. ಸಂಬಂಧಿತ service history ನಿಮ್ಮ official app ಅಥವಾ portalನಲ್ಲಿ ಪ್ರತ್ಯೇಕವಾಗಿ ಕಾಣಬಹುದು.,Kannada,Kannada script,Legitimate,Shopping / E-commerce,,Courier-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
KAN-L-0537,Service booking request ಯಶಸ್ವಿಯಾಗಿ ದಾಖಲಾಗಿದೆ.,Kannada,Kannada script,Legitimate,Shopping / E-commerce,,Government-service-like sender ID,Synthetic,Generated for PhishDetect India research dataset,Hard-negative/transactional example; no real personal identifiers.
